liabilities_and_equity,operating_expense_._assets,percent_of_female_borrowers,average_loan_balance_per_borrower,gross_loan_portfolio_to_total_assets,operational_self_sufficiency,finefftheta_hat,se_no_breadththeta_hat,se_with_breadththeta_hat,finsoc_with_breadththeta_hat,finsoc_no_breadththeta_hat
7988270,0.5181,0.6281,199,0.6288,1.0566,0.3939850588327458,0.929607110446427,0.929607110446427,0.929607110446427,0.929607110446427
7988270,0.5181,0.5669,289,0.6288,1.0566,0.3939850588327458,0.9173353848120335,0.9173353848120332,0.9173353848120335,0.9173353848120335
40106115,0.5181,0.5728,357,0.7325,0.9859,0.3890383747246847,0.9185275781365122,0.9185275781365121,0.9185275781365122,0.9185275781365122
43701463,0.5181,0.5728,402,0.7545,0.8834,0.38170866169967205,0.9185275781365122,0.9185275781365121,0.9185275781365122,0.9185275781365121
38404849,0.3005,0.5464,463,0.7605,0.9666,0.38767275704822873,0.9131776338079076,0.9131776338079076,0.9131776338079076,0.9131776338079076
45813014,0.3005,0.5464,663,0.7462,1.0268,0.3919106287238783,0.9131776338079076,0.9131776338079076,0.9131776338079078,0.9131776338079076
48433611,0.3005,0.5464,674,0.7557,1.0085,0.3906291116686024,0.9131776338079076,0.9131776338079076,0.9131776338079076,0.9131776338079076
43523958,0.3046,0.5464,621,0.7013,1.082,0.3957412026066478,0.9131776338079076,0.9131776338079078,0.9131776338079076,0.9131776338079076
41011289,0.295,0.5464,522,0.6527,0.9371,0.3855725204069008,0.9131776338079076,0.9131776338079076,0.9131776338079076,0.9131776338079076
427206,0.5437,0.9756,44,0.3797,0.736,0.40613868365535816,0.9955863046263608,0.9955863046263608,0.9955863046263608,0.9955863046263608
567455,0.4977,0.9339,47,0.4348,0.9837,0.4210715466921212,0.9879801423392658,0.9879801423392658,0.9879801423392658,0.9879801423392658
740731,0.8876,0.9552,51,0.6992,0.7905,0.40163551178399365,0.9918753241774626,0.9918753241774626,0.9918753241774626,0.9918753241774628
1746059,0.8876,0.9796,85,0.6185,0.7565,0.38579477790216077,0.9963117145029052,0.996311714502905,0.9963117145029052,0.9963117145029052
2424119,0.6503,0.9273,87,0.4494,1.1047,0.4065168856220299,0.9867689036597918,0.9867689036597918,0.9867689036597918,0.9867689036597918
3238390,0.5385,0.7775,156,0.5754,0.8473,0.38366350803621657,0.9587158776950523,0.9587158776950523,0.9587158776950524,0.9587158776950523
2434174,0.6794,0.7886,147,0.6127,0.9129,0.3926793879760193,0.960832414146166,0.960832414146166,0.960832414146166,0.960832414146166
3367686,0.6194,0.7708,170,0.6059,1.034,0.3965749652955497,0.957435316600174,0.957435316600174,0.957435316600174,0.957435316600174
4881377,0.5432,0.7322,208,0.5828,1.0602,0.3942346288045841,0.9500131494824254,0.9500131494824257,0.9500131494824254,0.9500131494824254
6873938,0.5437,0.7322,208,0.5828,1.0938,0.3965533347421918,0.9500131494824254,0.9500131494824257,0.9500131494824254,0.9500131494824254
6873938,0.5437,0.6334,272,0.5828,1.0938,0.3965533347421918,0.9306601001970968,0.9306601001970968,0.9306601001970968,0.930660100197097
14078166,0.5437,0.6769,361,0.8663,1.0938,0.3965533347421918,0.9392449701762468,0.9392449701762468,0.9392449701762469,0.9392449701762468
2186254,0.4068,1,108,0.6558,1.7907,0.45277806110943614,1,1,1,1.0000000000000002
2336696,0.2966,1,89,0.4309,1.3383,0.4230394961913822,1,0.9999999999999998,1,1
5987332,0.2966,0.9714,185,0.6005,1.0999,0.39697224838288453,0.9948238383200961,0.9948238383200964,0.9948238383200964,0.9948238383200961
10383355,0.3363,0.9403,209,0.5809,1.1017,0.39709574315507,0.9891527376879861,0.9891527376879858,0.9891527376879861,0.9891527376879861
13556906,0.4117,0.8418,240,0.6443,1.0239,0.39170793559862926,0.9708912078985755,0.9708912078985755,0.9708912078985755,0.9708912078985755
16542732,0.4045,0.76,232,0.6258,1.1191,0.3982867395858403,0.9553663309514563,0.9553663309514563,0.9553663309514565,0.9553663309514561
23054465,0.3762,0.5827,246,0.6594,1.184,0.40268507068043163,0.9205236217418756,0.9205236217418756,0.9205236217418756,0.9205236217418756
31506198,0.3872,0.5377,246,0.6041,1.2263,0.40551520591061035,0.9114058557181124,0.9114058557181124,0.9114058557181126,0.9114058557181124
31300551,0.4091,0.5352,271,0.7332,1.1547,0.40070789297904813,0.910895918103778,0.9108959181037782,0.910895918103778,0.910895918103778
53573816,0.4091,0.5352,320,0.6632,1.0433,0.39306111191751564,0.910895918103778,0.910895918103778,0.910895918103778,0.910895918103778
72664098,0.4091,0.5352,473,0.7791,1.0433,0.39306111191751564,0.910895918103778,0.910895918103778,0.910895918103778,0.910895918103778
85977764,0.4091,0.5352,582,0.8311,1.0433,0.39306111191751564,0.910895918103778,0.910895918103778,0.9109101904535118,0.910895918103778
85977764,0.4091,0.5352,667,0.8311,0.9452,0.3861507587113535,0.910895918103778,0.910895918103778,0.9109053737271436,0.910895918103778
39976,0.3732,1,63,1.5597,0.1414,0.3950898580416452,1,0.9999999999999998,0.9999999999999998,1
170406,1.4705,0.8357,92,0.6515,0.3767,0.38950006440172025,0.9697449439322762,0.9697449439322762,0.9697449439322762,0.9697449439322762
412089,0.3732,1,151,0.6745,0.3511,0.37318045939330446,1,1,1,1
846360,0.3732,0.4355,138,0.2497,0.1401,0.34308152782261175,0.890260041519609,0.890260041519609,0.8902600415196092,0.8902600415196088
846360,0.3732,0.4355,127,0.2497,0.1401,0.34308152782261175,0.890260041519609,0.890260041519609,0.8902600415196092,0.8902600415196088
1066012,0.2619,0.7799,163,0.5607,0.5662,0.3777933709508639,0.9591740337030087,0.9591740337030087,0.9591740337030087,0.9591740337030085
2827841,0.3953,0.4396,149,0.5009,0.4734,0.35636207550909743,0.8911203999680465,0.8911203999680465,0.8911203999680465,0.8911203999680465
4721691,0.2652,0.5275,170,0.4685,0.7363,0.37084432023353253,0.90932304141126985,0.9093230414112696,0.90932304141126985,0.90932304141126985
6520137,0.2919,0.5116,222,0.5645,0.7203,0.36963691112330377,0.9060642597256355,0.9060642597256355,0.9060642597256355,0.9060642597256355
10345193,0.3632,0.5002,318,0.5972,0.4657,0.34969220450890265,0.9037186797094479,0.9037186797094479,0.9037186797094479,0.9037186797094481
8729778,0.30620000000000003,0.4903,339,0.5883,0.6367,0.363242524948661,0.9016755225027429,0.9016755225027429,0.9016755225027426,0.9016755225027429
10653755,0.295,0.5058,362,0.5902,0.7053,0.36850023969274853,0.9048718475583726,0.9048718475583726,0.9048718475583726,0.9048718475583728
10787624,0.2542,0.5058,360,0.5864,0.7767,0.3738701661441209,0.9048718475583726,0.9048718475583726,0.9048718475583728,0.9048718475583728
7920511,0.2586,0.495,302,0.4728,0.6658,0.36548484896228506,0.9026462278003559,0.9026462278003561,0.9026462278003559,0.9026462278003559
7920511,0.2586,0.495,345,0.4728,0.6658,0.36548484896228506,0.9026462278003559,0.9026462278003561,0.9026462278003559,0.9026462278003559
7920511,0.2586,0.495,437,0.4728,0.6658,0.36548484896228506,0.9026462278003559,0.9026462278003561,0.9026462278003559,0.9026462278003559
10474476,0.2586,0.495,386,0.5594,0.6658,0.36548484896228506,0.9026462278003559,0.9026462278003559,0.9026462278003559,0.9026462278003559
11343705,0.2586,0.495,346,0.6596,0.6658,0.36548484896228506,0.9026462278003559,0.9026462278003559,0.9026462278003559,0.9026462278003559
7675642,0.2586,0.495,165,0.7715,0.6658,0.36548484896228506,0.9026462278003559,0.9026462278003561,0.9026586259655462,0.9026462278003559
6991494,0.2586,0.495,228,0.8237,1.0521,0.39367278472861267,0.9026462278003559,0.9026462278003559,0.9026943865137983,0.9026462278003559
6819179,0.3229,0.495,372,0.6282,1.0559,0.39393650561946963,0.9026462278003559,0.9026462278003561,0.9026462278003561,0.9026462278003559
7501758,0.2744,0.495,392,0.6329,1.1158,0.39806124803207477,0.9026462278003559,0.9026462278003561,0.9026462278003561,0.9026462278003561
508506,0.61655,1,26,0.5179,0.3362,0.36865703095525504,1,1,1,1
714150,0.7998,1,40,0.7295,0.4067,0.369994701544491,1,1,1,1
869146,0.6352,1,44,0.8592,0.5898,0.38280992280774445,1,1.0000000000000002,1,1
847019,0.5979,1,40,0.7748,0.7916,0.3995971801259181,1,1,1,0.9999999999999998
1309328,0.5815,1,70,0.8728,0.6445,0.3811815481158259,1,1,1,0.9999999999999998
222449,0.1775,0.0733,74,0.0499,0.9155,0.4320343716161527,0.8098943011984818,0.809894301198482,0.8099167976053304,0.809894301198482
1572154,0.156,0.132,176,0.0559,1.0629,0.4103026736668931,0.823542106314477,0.823542106314477,0.8235421063144769,0.823542106314477
1869444,0.1775,0.1111,446,0.2145,1.0637,0.4076404130512751,0.8187123840619009,0.818712384061901,0.8187440955216674,0.818712384061901
1535395,0.2253,0.12,70,0.1141,0.7136,0.38434273482454384,0.820773014543762,0.8207730145437621,0.8207730145437621,0.820773014543762
313765,0.7915,0.7499,44,0.4131,0.4274,0.3843841388822344,0.9534260616138973,0.9534260616138973,0.9534260616138973,0.9534260616138973
573017,0.8716,0.6192,44,0.3396,0.3817,0.37101712230962036,0.9278354172201855,0.9278354172201855,0.9278354172201855,0.9278354172201854
1151496,1.1299,0.5612,48,0.2561,0.2402,0.34825877078245854,0.9161817304741512,0.9161817304741512,0.916181730474151,0.9161817304741512
1362773,0.9544,0.511,59,0.3092,0.272,0.34886032212698614,0.905940998109334,0.905940998109334,0.9059409981093338,0.905940998109334
1397957,0.7634,0.46,71,0.4998,0.4825,0.36684722025708505,0.8953860189309999,0.8953860189309999,0.8953860189309999,0.8953860189309999
1391092,0.7861,0.46,109,0.4771,0.5559,0.3730506188822639,0.8953860189309999,0.8953860189309999,0.8953860189309999,0.8953860189309998
1181994,0.7969,0.5999,141,0.4761,0.6077,0.3796973698269257,0.9239784155680488,0.9239784155680488,0.9239784155680486,0.9239784155680486
1360449,0.3834,0.5999,157,0.3511,1.096,0.4149896989687242,0.9239784155680488,0.9239784155680488,0.9239784155680486,0.9239784155680486
1376881,0.3959,0.6448,243,0.4939,1.0606,0.41224324638490106,0.9329198260793312,0.9329198260793312,0.9329198260793312,0.9329198260793312
1841400,0.3118,0.62,128,0.7067,1.1379,0.41314013460456706,0.9279948486542404,0.9279948486542404,0.9279948486542404,0.9279948486542405
2277471,0.2698,0.6299,130,0.7526,0.8456,0.38866563961044837,0.9299649020042721,0.9299649020042721,0.9299649020042721,0.9299649020042721
3099159,0.2662,1,138,0.6916,1.0233,0.39705460358957473,1,1,1,1
4641446,0.2261,0.6269,142,0.6646,1.0075,0.3905589149292653,0.9293684841108164,0.9293684841108165,0.9293684841108164,0.9293684841108164
1442012,0.4666,0.6613,183,0.7309,0.4567,0.3642236265627707,0.9361779950949286,0.9361779950949286,0.9361779950949286,0.9361779950949286
1646483,0.8591,0.7255,244,0.5594,0.1982,0.3396580639797596,0.9487170314601772,0.9487170314601772,0.9487170314601774,0.9487170314601772
2530966,0.5988,0.7075,338,0.6683,0.5314,0.3626168881805527,0.9452233463399531,0.9452233463399529,0.9452233463399529,0.9452233463399531
3096833,0.4536,0.286,210,0.5305,0.6659,0.37053149106028604,0.8581662401439937,0.8581662401439938,0.8581707089235899,0.8581662401439937
3483813,0.3686,0.363,232,0.7048,0.6618,0.36858290398749866,0.8748743894322479,0.8748743894322479,0.8749073035325314,0.874874389432248
4375200,0.3118,0.3836,265,0.618,0.797,0.37567949156708896,0.8792795135248374,0.8792795135248374,0.8792812514946425,0.8792795135248374
4375200,0.3118,0.4037,217,0.618,0.797,0.37567949156708896,0.8835519421921021,0.8835519421921019,0.8835519421921019,0.8835519421921021
7649119,0.3118,0.427,224,0.6334,1.0632,0.39444243480398916,0.8884730959285438,0.8884730959285438,0.8884730959285438,0.8884730959285437
7649119,0.3118,0.427,205,0.6334,1.0632,0.39444243480398916,0.8884730959285438,0.8884730959285438,0.8884730959285438,0.8884730959285437
9756774,0.311,0.427,181,0.5789,1.1114,0.397760311225102,0.8884730959285438,0.8884730959285438,0.8884730959285438,0.8884730959285438
8595238,0.311,0.427,164,0.6221,1.1114,0.397760311225102,0.8884730959285438,0.8884730959285437,0.8884730959285438,0.8884730959285438
26860,0.4135,0.6894,74,0.7235,0.8346,0.4742522847121597,0.9416931063260972,0.9416931063260972,0.9416931063260972,0.9416931063260972
35481,0.4135,0.6919,68,0.3808,0.706,0.4551153421656785,0.9421817381037157,0.9421817381037157,0.9421817381037157,0.9421817381037157
21565027,0.0865,0.4,66,0.5021,0.5253,0.37714041896182915,0.8827673731814887,0.8828352846873647,0.8828352846873647,0.8827673731814887
19485604,0.1562,0.45,49,0.4536,0.6391,0.36660354856959443,0.8932981809454035,0.8932981809454035,0.8932981809454033,0.8932981809454033
21176470,0.0865,0.4002,72,0.5788,2.261,0.49697724616240657,0.8828098041406162,0.8829067351511701,0.883599408246993,0.8832116489198626
14808688,0.0865,0.4,60,0.604,2.261,0.49697724616240657,0.8827673731814886,0.8828765254651135,0.8836321316901584,0.8832134832988624
26519005,0.0865,0.4,67,0.4016,2.261,0.49697724616240657,0.8827673731814887,0.8827945300329725,0.8833916381098367,0.8831861238396451
26519005,0.0865,0.35,451,0.4016,2.261,0.49697724616240657,0.8720805477852052,0.8721173635442855,0.8726732986111884,0.8724322258442438
26519005,0.0865,0.35,123,0.4016,2.261,0.49697724616240657,0.8720805477852052,0.8721222706030187,0.8727578466851899,0.8725133251248234
61351,0.2514,0.6269,139,0.7385,1.1399,0.4791024561578015,0.9293684841108164,0.9293684841108164,0.929393032976396,0.9293684841108164
126757,0.2953,0.6269,139,0.6276,1.0762,0.4561406093441204,0.9293684841108164,0.9293684841108164,0.9293684841108162,0.9293684841108162
177496,0.2514,0.6,258,0.7406,1.4626,0.4779268877698376,0.9239984532774749,0.9239984532774749,0.9240206819970703,0.9239984532774751
329298,0.2279,0.3996,227,0.7162,1.4404,0.46426580398045486,0.8826825037749028,0.8826825037749028,0.8827833217268826,0.8826825037749029
558754,0.2205,0.4298,315,0.7602,1.722,0.47315939967219917,0.8890622258928164,0.8890655648099328,0.8891675017011212,0.8890622258928164
885737,0.2205,0.4298,315,0.8029,1.4681,0.44802995159962344,0.8890622258928162,0.8890817508614137,0.8891586382676384,0.8890622258928164
1113795,0.2878,0.4372,481,0.6975,1.3543,0.43636978295869466,0.8906169000496672,0.8906169000496672,0.8906512350867685,0.8906169000496672
11905626,0.2878,0.4372,735,0.4831,1.5759,0.427875800905424,0.8906169000496672,0.8906169000496672,0.8906169000496674,0.8906169000496672
554,0.79335,0.6,0,0.0179,0.6244,0.580475373342901,1,1,1,1
1466,1.1925,0.7143,9,0.168,0.9758,0.5817861150299378,0.9465451724499488,0.9465451724499488,0.9465451724499488,0.9465451724499486
5811,0.3942,0.7143,86,0.6533,1.063,0.5410865828811656,0.9465451724499488,0.9465451724499488,0.9465534063545553,0.9465451724499486
436179,0.1004,0.7198,163,0.8849,1.0772,0.432704108009398,0.9476125274993309,0.947699142310759,0.9477147365105772,0.9476125274993309
436179,0.1004,0.7198,163,0.8849,1.0772,0.432704108009398,0.9476125274993309,0.947699142310759,0.9477147365105772,0.9476125274993309
436179,0.1004,0.7198,163,0.8849,1.0772,0.432704108009398,0.9476125274993309,0.947699142310759,0.9477147365105772,0.9476125274993309
198093,0.1004,0.7079,97,0.6438,0.8994,0.4328212746970354,0.9453011679027702,0.9453268128403723,0.945340583050559,0.9453011679027702
550889,0.1366,0.9731,163,0.7459,0.6586,0.39560772255427223,0.9951325527271634,0.9951325527271632,0.9951325527271632,0.9951325527271634
436179,0.0556,0.5868,238,0.9549,1.0772,0.432704108009398,0.9219386290652277,0.9233168498603275,0.9233168498603275,0.9219386448806552
439940,0.0826,0.7198,247,0.8849,1.2453,0.4449884297866036,0.9476125274993307,0.9477295547673672,0.9477447893163676,0.9476125274993307
425137,0.1182,0.7456,145,0.9252,1.1695,0.4400535805381903,0.9525984197812818,0.952659938603392,0.952690916934512,0.9525984197812818
149526,0.1088,0.6641,112,0.495,0.6432,0.41614013693883223,0.9367294388810994,0.9367294388810996,0.9367294388810996,0.9367294388810994
219668,0.238,0.684,105,0.9025,0.6008,0.40572661158361334,0.9406365307146242,0.9406365307146242,0.9406365307146242,0.9406365307146242
330888,0.1705,0.5677,88,0.7653,0.9128,0.42478848569564426,0.9174971536620808,0.9174971536620808,0.9175521754657423,0.9174971536620808
546482,0.1266,0.5112,79,0.7057,0.7321,0.4018038656743912,0.9059820876550968,0.9060358240131693,0.9060561797875419,0.9059820876550968
918350,0.1017,0.4976,125,0.8113,0.7676,0.396428364160923,0.9031826530612278,0.9033093815136738,0.903312586101654,0.9031826530612278
1345497,0.0977,0.6467,114,0.6543,0.8652,0.40113484492914164,0.9332957597884077,0.9333075966586665,0.9333075966586667,0.9332957597884078
1590022,0.1088,0.6477,113,0.6592,1.2591,0.42622697238062796,0.9334935409698519,0.9334935409698519,0.9335098424960183,0.9334935409698519
1452489,0.1088,0.6477,64,0.6126,1.2591,0.42622697238062796,0.9334935409698519,0.9334935409698519,0.9334991123333124,0.9334935409698519
1214994,0.1088,0.6477,66,0.7574,1.2591,0.4283583482011142,0.9334935409698519,0.933532335502915,0.9335529574245649,0.9334935409698519
1345457,0.1088,0.6477,66,0.7574,1.2591,0.4266650380345168,0.9334935409698519,0.933532335502915,0.9335518914253,0.9334935409698519
28976,0.1471,0.595,829,0.3313,1.1789,0.5024557982828497,0.9229958853322865,0.9229958853322867,0.9229958853322865,0.9229958853322865
46902,0.2986,0.5476,829,0.7427,0.6683,0.44471383560756333,0.913421675824482,0.913421675824482,0.9134343301841225,0.913421675824482
54762,0.2711,0.4632,300,1.04,0.967,0.46756124109670083,0.8960528528314524,0.8961594386409293,0.896236230189512,0.8960528528314524
85954,0.1471,0.5101,319,0.9174,1.6658,0.5102150664778996,0.9057560661835797,0.905900504040931,0.9059970858744455,0.90575606618358
149717,0.1216,0.7004,183,0.9423,2.0135,0.5188719091087212,0.9438406146714962,0.9439485810859256,0.9440346962997771,0.9438406146714962
219056,0.1124,0.7004,183,0.8503,2.2812,0.527078518702437,0.9438406146714962,0.9439210965856722,0.944282540357758,0.9439626157817222
315196,0.1926,0.595,926,0.9427,1.1789,0.44616349835523367,0.9229958853322865,0.923005801649466,0.9230963886211939,0.9229958853322865
541769,0.1771,0.595,221,0.8962,1.4661,0.4567412118380336,0.9229958853322865,0.9230069893272976,0.923096336829999,0.9229958853322865
870064,0.2131,0.595,1111,0.8555,1.277,0.4352535760939284,0.9229958853322865,0.9229958853322865,0.9230293949287106,0.9229958853322865
1707505,0.1295,0.595,1111,0.7796,0.9869,0.40349229264304115,0.9229958853322865,0.9230259388226852,0.9230459163123393,0.9229958853322865
1704942,0.1168,0.595,2009,0.9095,1.0296,0.40741473408199114,0.9229958853322865,0.9230897361950979,0.9231027441462729,0.9229958853322865
1704942,0.1168,0.595,2124,0.8457,1.0296,0.40741473408199114,0.9229958853322865,0.9230667297993906,0.923080348785416,0.9229958853322865
433535,0.11115,0.4333,4674,0.6469,1.1903,0.4412371221724977,0.8897979623793679,0.8898889583419033,0.8899378426111383,0.8897979623793679
407941,0.0838,0.4333,4384,0.6448,0.727,0.4061556364735728,0.8897979623793679,0.8899339447975549,0.8899417915922246,0.8897979623793679
583472,0.1115,0.4627,5086,0.584,1.1387,0.4322173031174822,0.8959487006603702,0.8959956866373338,0.8960401245532884,0.8959487006603704
395862,0.1108,0.7324,4335,0.7775,0.8633,0.41775459434922235,0.950051803798564,0.9500803663745546,0.9500919217703528,0.950051803798564
459565,0.1208,0.375,22252,0.7747,1.3147,0.44918496113999073,0.8774437510817343,0.8775884364629197,0.8776524325752241,0.8774437510817343
931617,0.5858,0.4399,133,0.7685,0.6277,0.3849022539240083,0.8911833127542288,0.8911833127542288,0.8911998067175836,0.8911833127542288
1114047,0.9839,0.4099,187,0.9403,0.493,0.37099162391448504,0.8848647154283137,0.8849073309120853,0.8849520856273853,0.8848647154283137
1642757,0.532,0.4099,208,0.953,0.9828,0.4037915574368363,0.8848647154283137,0.8849121107697466,0.884982386945783,0.8848647154283135
1424717,0.5562,0.49,166,0.9138,0.8702,0.3975895897572445,0.9016135182174638,0.9016135182174639,0.9016715939083704,0.9016135182174638
